batch_row	source_csv	source_id	source_title	proposed_display_title	artist	album	duration	bpm	genre	url_present	batch_flags	triage_status	triage_reason
224	gpm_stl.csv	106952469	THOSE DAYS THESE DAYS	THOSE DAYS THESE DAYS	KLEIGH	KLEIH’s Weighs	0:04:01	79.0	Symphonic Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
225	gpm_stl.csv	107879609	SWIPE RIGHT	SWIPE RIGHT	Emily Hope	Subtly Simple	0:02:44	85.0	Country Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
226	gpm_stl.csv	108649611	CHRISTMAS STAR - Indie	CHRISTMAS STAR - Indie	G Putnam Music	Christmas	0:02:08	145.0	Christmas	YES		BATCH_CLEAN_PENDING_REVIEW	
227	gpm_stl.csv	109028547	ODE TO WHAT ELSE- INSTRO	ODE TO WHAT ELSE - INSTRO	G Putnam Music	For Real?	0:02:25	143.0	Film, Indie	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
228	gpm_stl.csv	109942003	TELL HEATHER	TELL HEATHER	KLEIGH	- JUSTICE, RACE, LOVE	0:03:17	64.0	Singer Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
229	gpm_stl.csv	110319649	MY FRIEND DYIN'	MY FRIEND DYIN'	KLEIGH	STILL WALKING	0:03:46	102.0	FOLK, SINGER-SONGWRITER	YES		BATCH_CLEAN_PENDING_REVIEW	
230	gpm_stl.csv	110319686	MY FRIEND DYIN'  - INSTRO	MY FRIEND DYIN' - INSTRO	G Putnam Music	For Real?	0:03:46		Indie	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
231	gpm_stl.csv	110446468	SEARCHIN'	SEARCHIN'	Aaron Lotzow	Clearly	0:03:19	84.0	Rock Indie Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
232	gpm_stl.csv	110526280	RING THE BELL	RING THE BELL	G Putnam Music	LLOYD’S VOID	0:02:42	151.0	Singer/Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
233	gpm_stl.csv	110584739	DANCE INTO THE NIGHT	DANCE INTO THE NIGHT	Elle Christine	Elle’s Bells	0:02:55		Alt Country	YES		BATCH_CLEAN_PENDING_REVIEW	
234	gpm_stl.csv	110595128	NOW-THAT'S TOUGH - INSTRO	NOW-THAT'S TOUGH - INSTRO	G Putnam Music	Remembering Forgetting	0:03:27	84.0	Rock, Folk, Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
235	gpm_stl.csv	110595129	NOW-THAT'S TOUGH	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Zach Linley	Change Me	0:03:27	84.0	Banjo, Folk, Country	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
236	gpm_stl.csv	110595160	THERE SHE WAS	THERE SHE WAS	NATU Visinia	NATU Ought To	0:02:52	85.0	Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
237	gpm_stl.csv	110595285	Without a Word	Without a Word	ErikW Nelson, Gregory D Putnam	G Putnam Music  LLC - Vocal	0:03:04	107.0	2000s	YES		BATCH_CLEAN_PENDING_REVIEW	
238	gpm_stl.csv	110595333	WHY RUN?	WHY RUN?	Cindy Youngren	Vintage 90s	0:03:40	151.0	2k Pop Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
239	gpm_stl.csv	112342986	NOT BE MEAN	NOT BE MEAN	KLEIGH	We’re Better Than This	0:03:22	65.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
240	gpm_stl.csv	112862777	FLOATING ON AIR - INSTRO - Cocktail Lounge Piano	FLOATING ON AIR - INSTRO - Cocktail Lounge Piano - INSTRO	Michael Scherer	He Has Jazz	0:03:33		Jazz/Ambient	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
241	gpm_stl.csv	112862780	GENTLE SWAY - Cocktail Lounge Piano	GENTLE SWAY - Cocktail Lounge Piano	G Putnam Music	Scherer Delight	0:02:28		Jazz/Ambient	YES		BATCH_CLEAN_PENDING_REVIEW	
242	gpm_stl.csv	112862796	GENTLE BREEZE - Jazz Trio	GENTLE BREEZE - Jazz Trio	Michael Scherer	He Has Jazz	0:02:53	80.0	Jazz/Ambient, NORA JONES	YES		BATCH_CLEAN_PENDING_REVIEW	
243	gpm_stl.csv	112862802	SOFT TOUCH - Lounge Jazz Trio	SOFT TOUCH - Lounge Jazz Trio	Michael Scherer	Scherer Desire	0:02:36	110.0	Jazz/Ambient	YES		BATCH_CLEAN_PENDING_REVIEW	
244	gpm_stl.csv	112862807	MIDNIGHT STROLL - INSTRO - Lounge Jazz Trio	MIDNIGHT STROLL - INSTRO - Lounge Jazz Trio - INSTRO	Michael Scherer	Scherer Delight	0:02:48	120.0	Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
245	gpm_stl.csv	112939255	MY HEART WANTS REAL	MY HEART WANTS REAL	KLEIGH	Still Walking	0:03:23	94.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
246	gpm_stl.csv	114231659	SMOKIN'	SMOKIN'	Rachel Scharnette	Countin’ On Countin’ On	0:03:22	138.0	Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
247	gpm_stl.csv	115489320	BEAUTIFUL WORLD	BEAUTIFUL WORLD	KLEIGH	Beautiful World	0:03:15		Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
248	gpm_stl.csv	115572717	CRIED FOR THE 1ST TIME	CRIED FOR THE 1ST TIME	KLEIGH	Go for the Heart	0:03:32	71.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
249	gpm_stl.csv	116311552	WHISP'RIN IN THE WIND	WHISP'RIN IN THE WIND	Dexter O'Neal	Turnin’ Blue	0:03:48		Blues	YES		BATCH_CLEAN_PENDING_REVIEW	
250	gpm_stl.csv	116639023	TELL HEATHER - INSTRO	TELL HEATHER - INSTRO	G Putnam Music	Slight Light	0:03:17	64.0	Singer Songwriter	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
251	gpm_stl.csv	116639052	FOREVER IT'S GOODBYE (for Victims of Abuse!)	FOREVER IT'S GOODBYE (for Victims of Abuse!)	KLEIGH	Rough House	0:03:38	80.0	Alt Rock, Indie, Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
252	gpm_stl.csv	116640859	LITTLE MISS WORRY	LITTLE MISS WORRY	KLEIGH	We’re Better Than This	0:03:38	143.0	Indie	YES		BATCH_CLEAN_PENDING_REVIEW	
253	gpm_stl.csv	116640975	LITTLE MISS WORRY - INSTRO	LITTLE MISS WORRY - INSTRO	G Putnam Music	Thrilling Feeling	0:03:38	70.0	Indie	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
254	gpm_stl.csv	118292211	CELEBRATE LIFE	CELEBRATE LIFE	KLEIGH	We Got This	0:03:16	110.0	Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
255	gpm_stl.csv	118377375	DREAMER'S DANCE	DREAMER'S DANCE	KLEIGH	Doin’ the’ Ev'ryday	0:03:32	88.0	Singer-Songwriter, SPORTS	YES		BATCH_CLEAN_PENDING_REVIEW	
256	gpm_stl.csv	118995307	DREAM OF YOU	DREAM OF YOU	Linda Putnam	Dance It Away	0:03:44		Indie Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
257	gpm_stl.csv	119798815	CELEBRATE LIFE - PIANO/VOCAL	CELEBRATE LIFE - PIANO/VOCAL	KLEIGH	We’re Better than This	0:03:16	110.0	Pop, SINGER/SONGWRITER	YES		BATCH_CLEAN_PENDING_REVIEW	
258	gpm_stl.csv	120387403	COME AS YOU ARE - COVER - INSTRO	COME AS YOU ARE - COVER - INSTRO	G Putnam Music	COVER	0:03:01	90.0	Sync Pop, BGVS, MMMMM	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
259	gpm_stl.csv	120388421	THE CEMETERY STOMP - STEVE	THE CEMETERY STOMP - STEVE	G Putnam Music	MaleHALLOWEEN, SINGALONG, KIDS	0:02:15	82.0	Youth, Halloween	YES		BATCH_CLEAN_PENDING_REVIEW	
260	gpm_stl.csv	120388422	THE CEMETERY STOMP - INSTRO	THE CEMETERY STOMP - INSTRO	G Putnam Music	TV/Film	0:02:15	82.0	Youth	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
261	gpm_stl.csv	121109797	COME BACK - SS	COME BACK - SS	Reed	Dealin' Feelin'	0:02:59	99.0	Country, Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
262	gpm_stl.csv	121721707	YOUR HEART POUNDIN'	YOUR HEART POUNDIN'	KLEIGH	Lovin’ Loving	0:02:50	124.0	Alt Rock/Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
263	gpm_stl.csv	121721708	FRIEND LIKE YOU	FRIEND LIKE YOU	KLEIGH	Still Walking	0:02:48	94.0	Alt Rock/Singer-Songwriter/Minimal	YES		BATCH_CLEAN_PENDING_REVIEW	
264	gpm_stl.csv	121721711	LOVE RENEWS	LOVE RENEWS	KLEIGH	Still Walking	0:03:28	116.0	Alt Rock/SInger-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
265	gpm_stl.csv	121721728	ALONE WITH YOU	ALONE WITH YOU	KLEIGH	Go for the Heart	0:03:16	76.0	Singer-Songwriter/Alt Rock/MINIMAL	YES		BATCH_CLEAN_PENDING_REVIEW	
266	gpm_stl.csv	122288606	MERRY CHRISTMAS ALL YEAR	MERRY CHRISTMAS ALL YEAR	Alexa	Christmas	0:02:27	86.0	Christmas	YES		BATCH_CLEAN_PENDING_REVIEW	
267	gpm_stl.csv	123174367	WITHOUT A SOUL	WITHOUT A SOUL	KLEIGH	We’re Better than This	0:04:13	65.0	Alt Rock, Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
268	gpm_stl.csv	123485285	WIHTOUT A SOUL - INSTRO	WIHTOUT A SOUL - INSTRO	G Putnam Music	Slight Light	0:04:13		Film, Alt Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
269	gpm_stl.csv	125624840	WORLD OF WORDS LILLI-MICHAEL	WORLD OF WORDS LILLI-MICHAEL	Lilli O'Dowd & KLEIGH	Caught Off Guard	0:02:45	76.0	Indie DUET	YES		BATCH_CLEAN_PENDING_REVIEW	
270	gpm_stl.csv	127692930	CRIED FOR THE 1ST TIME - STRIPPED	CRIED FOR THE 1ST TIME - STRIPPED	KLEIGH	Heart for Heart	0:03:30	71.0	Alt Rock, SINGER-SONGWRITER	YES		BATCH_CLEAN_PENDING_REVIEW	
271	gpm_stl.csv	131838247	HEARTWAVE	HEARTWAVE	Lloyd G Miller	Lloyd’s Void	0:03:12	95.0	Country Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
272	gpm_stl.csv	134400917	CAN'T GET INTO MY HEAD - INSTRO	CAN'T GET INTO MY HEAD - INSTRO	G Putnam Music	Synth Nymph	0:03:02	78.0	Piano Pop, SYNTH	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
273	gpm_stl.csv	134771256	LOOKIN' IN SO LOOK OUT	LOOKIN' IN SO LOOK OUT	KLEIGH	Doin’ the Ev'ryday	0:03:38	95.0	Indie Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
274	gpm_stl.csv	135731404	DREAMERS DANCE - INSTRO	DREAMERS DANCE - INSTRO	G Putnam Music	For Real?	0:03:33	88.0	Singer-Songwriter/CINEMATIC	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
275	gpm_stl.csv	140962073	CLAUS FOR CELEBRATION	CLAUS FOR CELEBRATION	KLEIGH	Christmas	0:03:06	84.0	Christmas	YES		BATCH_CLEAN_PENDING_REVIEW	
276	gpm_stl.csv	141693667	HEART FOR MY SOUL	HEART FOR MY SOUL	KLEIGH	Go for the Heart	0:04:16	58.0	SINGER-SONGWRITER	YES		BATCH_CLEAN_PENDING_REVIEW	
277	gpm_stl.csv	142442066	BELIEVE IN LOVE	BELIEVE IN LOVE	Elle Christine	Elle's Bells	0:03:05	151.0	Indie, Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
278	gpm_stl.csv	142903263	FOOL'S GAME	FOOL'S GAME	Lloyd G Miller	Lloyd’s Void	0:03:14		Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
279	gpm_stl.csv	142929340	I LIVE FREE	I LIVE FREE	Brianna Shelko	Pretty Pop	0:02:29	130.0	Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
280	gpm_stl.csv	143240033	WHERE'S MY FRIEND?	WHERE'S MY FRIEND?	KLEIGH	Rough House	0:03:49	76.0	Singer-Songwriter ,Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
281	gpm_stl.csv	144130006	TOUGH PEOPLE DO - S/S	TOUGH PEOPLE DO - S/S	KLEIGH	Still Walking	0:03:29	123.0	Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
282	gpm_stl.csv	145591582	WHEN THE HEART GETS IT WRONG	WHEN THE HEART GETS IT WRONG	KLEIGH	Heart for Heart	0:03:25	86.0	Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
283	gpm_stl.csv	146209212	I AM A FIGHTER - El Mix INSTRO	I AM A FIGHTER - El Mix - INSTRO	G Putnam Music	Slight Light	0:03:14	117.0	ONE STOP - G Putnam Music Owns Masters & Publishing Control	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
284	gpm_stl.csv	146266336	SARAH	SARAH	KLEIGH	Doin’ the Ev'ryday	0:03:22	117.0	Singer/songwriter, Rock, Pop, Indie, Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
285	gpm_stl.csv	146269508	THE 2ND SYNTHETIC ADVENTURE - INSTRO	THE 2ND SYNTHETIC ADVENTURE - INSTRO	G Putnam Music	Cinematic	0:04:47	99.0	TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
286	gpm_stl.csv	146291483	MY REALITY	MY REALITY	KLEIGH	Still Walking	0:04:27	83.0	Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
287	gpm_stl.csv	146291500	MORE THAN A FEELING TO ME	MORE THAN A FEELING TO ME	KLEIGH	KLEIGH's Weighs	0:04:00	143.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
288	gpm_stl.csv	146291665	CAN'T HAVE YOU	CAN'T HAVE YOU	KLEIGH	Getting Past	0:03:27	95.0	Pop, Alt Rock, Beatles-Like	YES		BATCH_CLEAN_PENDING_REVIEW	
289	gpm_stl.csv	146291829	SHIT I DO	SHIT I DO	KLEIGH	Doin’ the Ev'yday	0:03:19	118.0	Rap	YES		BATCH_CLEAN_PENDING_REVIEW	
290	gpm_stl.csv	146291898	SCORE 1 - FOREVER - INSTRO	SCORE 1 - FOREVER - INSTRO	G Putnam Music	Cinema	0:08:20	99.0	TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
291	gpm_stl.csv	146291905	SWEET MELODY - INSTRO	SWEET MELODY - INSTRO	G Putnam Music	TV/Film	0:07:25	89.0	Fusion (4+Genres Influence, Symphony ,World	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
292	gpm_stl.csv	146291907	THE LAST CHANCE - INSTRO	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	TV/Film	0:04:10	148.0	Trance, Dance	YES	DUPLICATE_TITLE;GLOBAL_INSTRO_STANDARD	TRIAGE_LATER	DUPLICATE_TITLE
293	gpm_stl.csv	146380755	FIGHTING FOR GLORY- INSTRO	FIGHTING FOR GLORY - INSTRO	G Putnam Music	TV/Film	0:02:48	86.0	Adult Contemporary, Blues	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
294	gpm_stl.csv	146380788	SOUL CATCHER - The Unknown - INSTRO	SOUL CATCHER - The Unknown - INSTRO	G Putnam Music	Caught Off Guard	0:01:53	120.0	Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
295	gpm_stl.csv	146380802	LONG ROAD HOME- INSTRO	LONG ROAD HOME - INSTRO	G Putnam Music	Caught Off Guard	0:04:11	82.0	Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
296	gpm_stl.csv	146380818	INDUSTRIAL WARFARE - INSTRO	INDUSTRIAL WARFARE - INSTRO	G Putnam Music	TV/Film	0:01:47	152.0	Cinema	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
297	gpm_stl.csv	146380840	HE WAS OUR FRIEND - INSTRO	HE WAS OUR FRIEND - INSTRO	G Putnam Music	Film	0:02:30		Cinema	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
298	gpm_stl.csv	146835595	FLY AGAIN	FLY AGAIN	KLEIGH	Heart for Heart	0:04:37	109.0	Singer-Songwriter, Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
299	gpm_stl.csv	148166578	BELIEVE IT	BELIEVE IT	KLEIGH	Beautiful World	0:05:17	92.0	Singer/Songwriter, Alt Rock, Indie	YES		BATCH_CLEAN_PENDING_REVIEW	
300	gpm_stl.csv	148166614	CURIOUS THING	CURIOUS THING	KLEIGH	Lovin’ Loving	0:03:46	122.0	Alt Rock, Indie	YES		BATCH_CLEAN_PENDING_REVIEW	
301	gpm_stl.csv	148166615	COUNTING TIME	COUNTING TIME	KLEIGH	We Got This	0:03:54	120.0	Alt Rock, INDIE, POP	YES		BATCH_CLEAN_PENDING_REVIEW	
302	gpm_stl.csv	148166616	DO NOT FEAR	DO NOT FEAR	KLEIGH	We Got This	0:03:54	95.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
303	gpm_stl.csv	148166618	RAINBOW DAY	RAINBOW DAY	KLEIGH	Beautiful World	0:03:37	126.0	Country, Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
304	gpm_stl.csv	148166619	MEMORIES	MEMORIES	KLEIGH	Beautiful World	0:05:24	149.0	Alt Rock, Indie, Singer/Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
305	gpm_stl.csv	148167090	THANK YOU	THANK YOU	KLEIGH	Doin’ the Ev'ryday	0:05:25	89.0	Singer/Songwriter, Alt Rock, Indie Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
306	gpm_stl.csv	148167092	SAVING GRACE	SAVING GRACE	KLEIGH	Beautiful World	0:05:45	97.0	Singer/Songwriter, Alt Rock, Country Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
307	gpm_stl.csv	148168352	NOW NOW - INSTRO	NOW NOW - INSTRO	G Putnam Music	Thrilling Feeling	0:04:22	109.0	Rock, Pop, Metal, Electronic	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
308	gpm_stl.csv	148168733	SUBSONIC BLUES	SUBSONIC BLUES	KLEIGH	Rough House	0:03:12	86.0	Electronic, Metal, Punk, Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
309	gpm_stl.csv	148168801	DUST TO PEARLS	DUST TO PEARLS	KLEIGH	Still Walking	0:03:59	89.0	Metal, Rock, Punk, Alt Rock, Singer/songwriter, Fusion	YES		BATCH_CLEAN_PENDING_REVIEW	
310	gpm_stl.csv	148168845	THAT MOUNTAIN	THAT MOUNTAIN	KLEIGH	We Got This	0:04:39	97.0	Indie, Singer/songwriter, Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
311	gpm_stl.csv	148168882	WALK WITH ME	WALK WITH ME	KLEIGH	Walk with Me	0:04:43	102.0	Reggaeton, Indie, Singer/songwriter, Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
312	gpm_stl.csv	148168984	POETRY	POETRY	KLEIGH	Walk with Me	0:03:40	80.0	Indie, Pop, R&B	YES		BATCH_CLEAN_PENDING_REVIEW	
313	gpm_stl.csv	148169111	THE LAST TIME	THE LAST TIME	KLEIGH	Walk with Me	0:04:02	80.0	Alt Rock, Singer/songwriter, Indie	YES		BATCH_CLEAN_PENDING_REVIEW	
314	gpm_stl.csv	148169165	DEVIL GET AWAY FROM ME	DEVIL GET AWAY FROM ME	KLEIGH	Still Walking	0:05:05	107.0	Indie, Rock, Alt Rock, Metal,	YES		BATCH_CLEAN_PENDING_REVIEW	
315	gpm_stl.csv	148169263	THESE ARE THE DAYS	THESE ARE THE DAYS	KLEIGH	Memory’s Malice	0:04:05	104.0	Metal, Rock, Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
316	gpm_stl.csv	148169321	WALKING ALONE (TOWARD MY DESTINY)	WALKING ALONE (TOWARD MY DESTINY)	KLEIGH	Still Walking	0:04:36	104.0	Metal, Rock, Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
317	gpm_stl.csv	148169354	DIAMONDS IN THE ROUGH	DIAMONDS IN THE ROUGH	KLEIGH	We Got This	0:03:56	93.0	Power Ballad, ALT COUNTRY	YES		BATCH_CLEAN_PENDING_REVIEW	
318	gpm_stl.csv	148169710	ONE HELL OF A RIDE	ONE HELL OF A RIDE	KLEIGH	Lovin’ Loving	0:03:33	104.0	Other	YES		BATCH_CLEAN_PENDING_REVIEW	
319	gpm_stl.csv	148169791	SHORTY - INSTRO	SHORTY - INSTRO	G Putnam Music	TV/FILM	0:02:53	114.0	Cinema	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
320	gpm_stl.csv	148170137	ANGELS OF WAR - INSTRO	ANGELS OF WAR - INSTRO	G Putnam Music	TV/Film	0:02:36	129.0	Cinematic, BGVs	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
321	gpm_stl.csv	148170245	BE MINE TONIGHT	BE MINE TONIGHT	KLEIGH	Go for the Heart	0:04:53	100.0	Chorus	YES		BATCH_CLEAN_PENDING_REVIEW	
322	gpm_stl.csv	148170257	THE BEST NIGHTS	THE BEST NIGHTS	KLEIGH	- ADVENTURE, TOGETHER, ESCAPE	0:03:10	82.0	Blues, Indie Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
323	gpm_stl.csv	148170395	BEATING BLUE - INSTRO	BEATING BLUE - INSTRO	G Putnam Music	Dance It Away	0:06:36	144.0	Dance, PARTY	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
324	gpm_stl.csv	148170409	BLUE MOUNTAIN - INSTRO	BLUE MOUNTAIN - INSTRO	G Putnam Music	Remembering Forgetting	0:02:10	120.0	Ambient, Pop, Singer/Songwriter	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
325	gpm_stl.csv	148170723	CAN YOU SEE IT?	CAN YOU SEE IT?	KLEIGH	KLEIGH’S Weighs	0:03:31	86.0	Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
326	gpm_stl.csv	148170752	CASTED BEHIND - INSTRO	CASTED BEHIND - INSTRO	G Putnam Music	Crashin’ NOT Fallin’	0:04:49	135.0	Electronic, Dance	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
327	gpm_stl.csv	148170813	CHANGED YOUR MIND	CHANGED YOUR MIND	KLEIGH	Rough House	0:03:44		Rock, Acoustic Rock, Blues	YES		BATCH_CLEAN_PENDING_REVIEW	
328	gpm_stl.csv	148170874	30 Seconds - INSTRO	30 Seconds - INSTRO	G Putnam Music	Film	0:00:36	134.0	Cinema, Flash	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
329	gpm_stl.csv	148170919	HERO OF VALOR - INSTRO	HERO OF VALOR - INSTRO	G Putnam Music	TV/Film	0:05:55		Cinematic	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
330	gpm_stl.csv	148170953	A QUESTIONING OF FAITH - INSTRO	A QUESTIONING OF FAITH - INSTRO	G Putnam Music	TV/Film	0:05:56	89.0	Cinema	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
331	gpm_stl.csv	148171049	AVOIDING THE INEVITABLE - INSTRO	AVOIDING THE INEVITABLE - INSTRO	G Putnam Music	TV/Film	0:05:56	144.0	CINEMATIC	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
332	gpm_stl.csv	148171212	CHASE DOWN - INSTRO	CHASE DOWN - INSTRO	G Putnam Music	TV/Film	0:01:17	135.0	Instrumental - Chase	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
333	gpm_stl.csv	148171305	DOWN BABY	DOWN BABY	KLEIGH	Go for the Heart	0:04:05	128.0	R&B, Pop, Electronic, Fusion (4+Genres Influence), Alt Rock, Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
334	gpm_stl.csv	148171321	EMPTY SPACE	EMPTY SPACE	KLEIGH	Rough House	0:04:07		Soul, Singer/songwriter, Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
335	gpm_stl.csv	148189105	EMOTION - INSTRO	EMOTION - INSTRO	G Putnam Music	TV/Film	0:02:36	89.0	Hypnotic, bgv	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
336	gpm_stl.csv	148189109	GOTTA KEEP MOVIN'	GOTTA KEEP MOVIN'	KLEIGH	We Got This	0:04:38	118.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
337	gpm_stl.csv	148189121	GOTTA BREATHE	GOTTA BREATHE	KLEIGH	Still Walking	0:04:21	80.0	Singer/songwriter, Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
338	gpm_stl.csv	148411581	EVEN IF I TRIED (Minimal)	EVEN IF I TRIED (Minimal)	Rhonda Lester	Growing Stronger	0:03:11		Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
339	gpm_stl.csv	152025140	LIVE FOR THIS WORLD	LIVE FOR THIS WORLD	KLEIGH	Beautiful World	0:04:43	109.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
340	gpm_stl.csv	152025150	SCORE 3 - THE END - INSTRO	SCORE 3 - THE END - INSTRO	G Putnam Music	CINEMA	0:04:37		TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
